kind,description,ua
Browsers - Linux,Firefox 20.0 (Ubuntu 64 bit),Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:20.0) Gecko/20100101 Firefox/20.0
Browsers - Linux,Firefox 20.0 (32 bit),Mozilla/5.0 (X11; Linux i686; rv:20.0) Gecko/20100101 Firefox/20.0
Browsers - Linux,Firefox 25.0 (32 bit),Mozilla/5.0 (X11; Linux i686; rv:25.0) Gecko/20100101 Firefox/25.0
Browsers - Linux,Firefox 28.0 (32 bit),Mozilla/5.0 (X11; Linux i686; rv:28.0) Gecko/20100101 Firefox/28.0
Browsers - Linux,Firefox 32.0 (32 bit),Mozilla/5.0 (X11; Linux i686; rv:32.0) Gecko/20100101 Firefox/32.0
Browsers - Linux,Firefox 35.0 (Ubuntu 64 bit),Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0
Browsers - Linux,Firefox 36.0 (CentOS 64 bit),Mozilla/5.0 (X11; CentOS; Linux x86_64; rv:36.0) Gecko/20100101 Firefox/36.0
Browsers - Linux,Firefox 38.0 (64 bit),Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0
Browsers - Linux,Firefox 40.0 (32 bit),Mozilla/5.0 (X11; Linux i686; rv:40.0) Gecko/20100101 Firefox/40.0
Browsers - Linux,Firefox 43.0 (32 bit),Mozilla/5.0 (X11; Linux i686; rv:43.0) Gecko/20100101 Firefox/43.0
Browsers - Linux,Firefox 46.0 (32 bit),Mozilla/5.0 (X11; Linux i686; rv:46.0) Gecko/20100101 Firefox/46.0
Browsers - Linux,Firefox 49.0 (32 bit),Mozilla/5.0 (X11; Linux i686; rv:49.0) Gecko/20100101 Firefox/49.0
Browsers - Linux,Firefox 49.0 (Fedora 64 bit),Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0
Browsers - Linux,Firefox 49.0 (Ubuntu 64 bit),Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0
Browsers - Linux,Firefox 55.0 (64 bit),Mozilla/5.0 (X11; Linux x86_64; rv:55.0) Gecko/20100101 Firefox/55.0
Browsers - Linux,Firefox 55.0 (Ubuntu 64 bit),Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:55.0) Gecko/20100101 Firefox/55.0
Browsers - Linux,Galeon 2.0.6 (Ubuntu),Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.8) Gecko Galeon/2.0.6 (Ubuntu 2.0.6-2)
Browsers - Linux,Galeon 2.0.6 (Gentoo),Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.16) Gecko/20080716 (Gentoo) Galeon/2.0.6
Browsers - Linux,Iceape (SeaMonkey) 2.0.8 (Debian),Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.13) Gecko/20100916 Iceape/2.0.8
Browsers - Linux,Iceweasel (Firefox) 19.0 (Debian 64),Mozilla/5.0 (X11; Linux x86_64; rv:19.0) Gecko/20100101 Firefox/19.0 Iceweasel/19.0.2
Browsers - Linux,Iceweasel (Firefox) 38.0 (Debian 64),Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0 Iceweasel/38.2.1
Browsers - Linux,Konqueror 4.3 - khtml (Slackware 13),Mozilla/5.0 (compatible; Konqueror/4.2; Linux) KHTML/4.2.4 (like Gecko) Slackware/13.0
Browsers - Linux,Konqueror 4.3 - khtml (Fedora 11),Mozilla/5.0 (compatible; Konqueror/4.3; Linux) KHTML/4.3.1 (like Gecko) Fedora/4.3.1-3.fc11
Browsers - Linux,Konqueror 4.4 - khtml (Fedora 12),Mozilla/5.0 (compatible; Konqueror/4.4; Linux) KHTML/4.4.1 (like Gecko) Fedora/4.4.1-1.fc12
Browsers - Linux,Konqueror 4.4 - khtml (Kubuntu),Mozilla/5.0 (compatible; Konqueror/4.4; Linux 2.6.32-22-generic; X11; en_US) KHTML/4.4.3 (like Gecko) Kubuntu
Browsers - Linux,Konqueror 4.4 - khtml (Kubuntu),Mozilla/5.0 (compatible; Konqueror/4.4; Linux 2.6.32-22-generic; X11; en_US) KHTML/4.4.3 (like Gecko) Kubuntu
Browsers - Linux,Konqueror 4.8 - khtml (Debian),Mozilla/5.0 (X11; Linux 3.8-6.dmz.1-liquorix-686) KHTML/4.8.4 (like Gecko) Konqueror/4.8
Browsers - Linux,Konqueror 4.9 - khtml,Mozilla/5.0 (X11; Linux) KHTML/4.9.1 (like Gecko) Konqueror/4.9
Browsers - Linux,Konqueror 4.14 - khtml,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.21 (KHTML, like Gecko) konqueror/4.14.10 Safari/537.21"
Browsers - Linux,Midori 0.1.10 (Webkit 531),Midori/0.1.10 (X11; Linux i686; U; en-us) WebKit/(531).(2)
Browsers - Linux,Mozilla 1.9.0 (Debian),Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.0.3) Gecko/2008092814 (Debian-3.0.1-1)
Browsers - Linux,Mozilla 1.9a3pre,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9a3pre) Gecko/20070330
Browsers - Linux,"Opera 12.16 (id as 9.8, last presto)",Opera/9.80 (X11; Linux i686) Presto/2.12.388 Version/12.16
Browsers - Linux,Opera 20.0 (Chrome 33),"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.166 Safari/537.36 OPR/20.0.1396.73172"
Browsers - Linux,Opera 20.0 (Chrome 33),"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.166 Safari/537.36 OPR/20.0.1396.73172"
Browsers - Linux,Opera 32.0 (Chrome 45),"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36 OPR/32.0.1948.25"
Browsers - Linux,Opera 40.0 (Chrome 53),"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.101 Safari/537.36 OPR/40.0.2308.62"
Browsers - Linux,Puffin 4.8 (Chrome 30),"Mozilla/5.0 (X11; U; Linux x86_64; en-us) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/30.0.1599.114 Safari/537.36 Puffin/4.8.0.2965AT"
Browsers - Linux,QupZilla 1.8 (Webkit 538.2),"Mozilla/5.0 (X11; Linux i686) AppleWebKit/538.1 (KHTML, like Gecko) QupZilla/1.8.6 Safari/538.1"
Browsers - Linux,QupZilla 1.9 (Webkit 538.1),"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) QupZilla/1.9.0 Safari/538.1"
Browsers - Linux,SeaMonkey 2.7 (Firefox 10),Mozilla/5.0 (X11; Linux i686; rv:10.0.1) Gecko/20100101 Firefox/10.0.1 SeaMonkey/2.7.1
Browsers - Linux,SeaMonkey 2.9 (Firefox 12),Mozilla/5.0 (X11; Linux i686; rv:12.0) Gecko/20120502 Firefox/12.0 SeaMonkey/2.9.1
Browsers - Linux,SeaMonkey 2.35 (Firefox 38),Mozilla/5.0 (Windows NT 5.1; rv:38.0) Gecko/20100101 Firefox/38.0 SeaMonkey/2.35
Browsers - Linux,SeaMonkey 2.46 (Firefox 49),Mozilla/5.0 (X11; Linux i686; rv:49.0) Gecko/20100101 Firefox/49.0 SeaMonkey/2.46
Browsers - Linux,Shadowfox 7.0 (Firefox 7),Mozilla/5.0 (X11; U; Linux x86_64; us; rv:1.9.1.19) Gecko/20110430 shadowfox/7.0 (like Firefox/7.0
Browsers - Linux,Swiftfox 3.6.3,Mozilla/5.0 (X11; U; Linux i686; it; rv:1.9.2.3) Gecko/20100406 Firefox/3.6.3 (Swiftfox)
Browsers - Linux,Uzbl (Webkit 1.3),Uzbl (Webkit 1.3) (Linux i686 [i686])
Browsers - Linux,Vivaldi 1.0.344 (Chrome 47),"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.2526.80 Safari/537.36 Vivaldi/1.0.344.37"
Browsers - Unix,ELinks 0.4.3 (NetBSD),ELinks (0.4.3; NetBSD 3.0.2PATCH sparc64; 141x19)
Browsers - Unix,Links 2.1 (FreeBSD),Links (2.1pre15; FreeBSD 5.3-RELEASE i386; 196x84)
Browsers - Unix,Links 2.8.7,Lynx/2.8.7dev.4 libwww-FM/2.14 SSL-MM/1.4.1 OpenSSL/0.9.8d
Browsers - Unix,w3m 0.5.1,w3m/0.5.1
Browsers - Unix,Chrome 4.0 (FreeBSD),"Mozilla/5.0 (X11; U; FreeBSD i386; en-US) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/4.0.207.0 Safari/532.0"
Browsers - Unix,Chrome 5.0 (OpenBSD 32),"Mozilla/5.0 (X11; U; OpenBSD i386; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.359.0 Safari/533.3"
Browsers - Unix,Chrome 10.0 (FreeBSD 64),"Mozilla/5.0 (X11; U; FreeBSD x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
Browsers - Unix,Firebird 0.6 (SunOs),Mozilla/5.0 (X11; U; SunOS sun4m; en-US; rv:1.4b) Gecko/20030517 Mozilla Firebird/0.6
Browsers - Unix,Firefox 3.1b3 (SunOs),Mozilla/5.0 (X11; U; SunOS i86pc; en-US; rv:1.9.1b3) Gecko/20090429 Firefox/3.1b3
Browsers - Unix,Firefox 3.5 (OpenBSD),Mozilla/5.0 (X11; U; OpenBSD i386; en-US; rv:1.9.1) Gecko/20090702 Firefox/3.5
Browsers - Unix,Firefox 3.6.8 (FreeBSD),Mozilla/5.0 (X11; U; FreeBSD i386; de-CH; rv:1.9.2.8) Gecko/20100729 Firefox/3.6.8
Browsers - Unix,Firefox 5.0 (FreeBSD 64),Mozilla/5.0 (X11; FreeBSD amd64; rv:5.0) Gecko/20100101 Firefox/5.0
Browsers - Unix,Galeon 1.3.15 (FreeBSD),Mozilla/5.0 (X11; U; FreeBSD i386; en-US; rv:1.6) Gecko/20040406 Galeon/1.3.15
Browsers - Unix,Konqueror 3.5 - khtml (NetBSD 4.0),Mozilla/5.0 (compatible; Konqueror/3.5; NetBSD 4.0_RC3; X11) KHTML/3.5.7 (like Gecko)
Browsers - Unix,Konqueror 3.5.1 - khtml (SunOS),Mozilla/5.0 (compatible; Konqueror/3.5; SunOS) KHTML/3.5.1 (like Gecko)
Browsers - Unix,Mozilla 1.7 (FreeBSD),Mozilla/5.0 (X11; U; FreeBSD; i386; en-US; rv:1.7) Gecko
Browsers - Unix,Netscape 4.77 (Irix),Mozilla/4.77 [en] (X11; I; IRIX;64 6.5 IP30)
Browsers - Unix,Netscape 4.8 (SunOS),Mozilla/4.8 [en] (X11; U; SunOS; 5.7 sun4u)
Browsers - Unix,Arora 0.10.2 (BSD/Haiku),"Mozilla/5.0 (Unknown; U; UNIX BSD/SYSV system; C -) AppleWebKit/527  (KHTML, like Gecko, Safari/419.3) Arora/0.10.2"
Browsers - Unix,Chrome 19.0 (FreeBSD 64),Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/536.5 (KHTML like Gecko) Chrome/19.0.1084.56 Safari/536.5
Browsers - Unix,Chrome 22.0 (FreeBSD 64),Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.79 Safari/537.4
Browsers - Unix,Chrome 27.0 (NetBSD),"Mozilla/5.0 (X11; NetBSD) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"
Browsers - Unix,Chrome 36.0 (OpenBSD),"Mozilla/5.0 (X11; OpenBSD i386) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
Browsers - Unix,Chromium 20.0 (NetBSD),"Mozilla/5.0 (X11; NetBSD x86; en-us) AppleWebKit/666.6+ (KHTML, like Gecko) Chromium/20.0.0000.00 Chrome/20.0.0000.00 Safari/666.6+"
Browsers - Unix,Epiphany 2.30.0 (FreeBSD),"Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/535.22+ (KHTML, like Gecko) Chromium/17.0.963.56 Chrome/17.0.963.56 Safari/535.22+ Epiphany/2.30.6"
Browsers - Unix,Epiphany 2.30.0 (OpenBSD),"Mozilla/5.0 (X11; U; OpenBSD arm; en-us) AppleWebKit/531.2  (KHTML, like Gecko) Safari/531.2  Epiphany/2.30.0"
Browsers - Unix,Firefox 16.0 (NetBSD 64),Mozilla/5.0 (X11; NetBSD amd64; rv:16.0) Gecko/20121102 Firefox/16.0
Browsers - Unix,Firefox 28.0 (OpenBSD 64),Mozilla/5.0 (X11; OpenBSD amd64; rv:28.0) Gecko/20100101 Firefox/28.0
Browsers - Unix,Firefox 30.0 (NetBSD 64),Mozilla/5.0 (X11; NetBSD amd64; rv:30.0) Gecko/20100101 Firefox/30.0
Browsers - Unix,Firefox 30.0 (OpenBSD 64),Mozilla/5.0 (X11; OpenBSD amd64; rv:30.0) Gecko/20100101 Firefox/30.0
Browsers - Unix,Firefox 35.0 (FreeBSD 64),"Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
Browsers - Unix,Firefox 54.0 (FreeBSD 64),Mozilla/5.0 (X11; FreeBSD amd64; rv:54.0) Gecko/20100101 Firefox/54.0
Browsers - Unix,Konqueror 4.1 - khtml (DragonFly),Mozilla/5.0 (compatible; Konqueror/4.1; DragonFly) KHTML/4.1.4 (like Gecko)
Browsers - Unix,Konqueror 4.1 - khtml (OpenBSD),Mozilla/5.0 (compatible; Konqueror/4.1; OpenBSD) KHTML/4.1.4 (like Gecko)
Browsers - Unix,Konqueror 4.5.4 - khtml (NetBSD 5.0.2),Mozilla/5.0 (compatible; Konqueror/4.5; NetBSD 5.0.2; X11; amd64; en_US) KHTML/4.5.4 (like Gecko)
Browsers - Unix,Konqueror 4.5.4 - khtml (FreeBSD),Mozilla/5.0 (compatible; Konqueror/4.5; FreeBSD) KHTML/4.5.4 (like Gecko)
Browsers - Unix,Namoroka 3.6.15 (Firefox) (NetBSD),Mozilla/5.0 (X11; U; NetBSD amd64; en-US; rv:1.9.2.15) Gecko/20110308 Namoroka/3.6.15
Browsers - Unix,NetSurf 1.2 (NetBSD),NetSurf/1.2 (NetBSD; amd64)
Browsers - Unix,Opera 12.10 (FreeBSD),Opera/9.80 (X11; FreeBSD 8.1-RELEASE i386; Edition Next) Presto/2.12.388 Version/12.10
Browsers - Unix,QupZilla 1.7.0 (FreeBSD),"Mozilla/5.0 (Unknown; UNIX BSD/SYSV system) AppleWebKit/538.1 (KHTML, like Gecko) QupZilla/1.7.0 Safari/538.1"
Browsers - Unix,Seamonkey 1.1.8 (Mozilla) (SunOS 32bit),Mozilla/5.0 (X11; U; SunOS i86pc; en-US; rv:1.8.1.12) Gecko/20080303 SeaMonkey/1.1.8
Browsers - Unix,Seamonkey 2.25 (Firefox/28.0) (FreeBSD),Mozilla/5.0 (X11; FreeBSD i386; rv:28.0) Gecko/20100101 Firefox/28.0 SeaMonkey/2.25
Mobile Devices,Bolt 2.8 (webkit 534.6) (Sony Ericsson K800i),"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; BOLT/2.800) AppleWebKit/534.6 (KHTML, like Gecko) Version/5.0 Safari/534.6.3"
Mobile Devices,Chrome 35.0 (Samsung SM-T537A) - Android 4.4.2 -,Mozilla/5.0 (Linux; Android 4.4.2; SAMSUNG-SM-T537A Build/KOT49H) AppleWebKit/537.36 (KHTML like Gecko) Chrome/35.0.1916.141 Safari/537.36
Mobile Devices,Chrome 60.0 - Pixel XL OPR6 - Android 8.0.0,"Mozilla/5.0 (Linux; Android 8.0.0; Pixel XL Build/OPR6.170623.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.107 Mobile Safari/537.36"
Mobile Devices,Edge 12.0 (webkit 537.36) Windows Phone OS 10.0,"Mozilla/5.0 (Windows Phone 10.0; Android 4.2.1; DEVICE INFO) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Mobile Safari/537.36 Edge/12.0"
Mobile Devices,Firefox 35.0 - Android,Mozilla/5.0 (Android; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0
Mobile Devices,IEMobile 6.12 (Win CE) (with zune id),Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 6.12; Microsoft ZuneHD 4.3)
Mobile Devices,EMobile 7.11 (MSIE 6 - Win CE),Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 7.11)
Mobile Devices,IEMobile 7.0 (MSIE 7.0) - WinPhone OS 7.0 - Asus Galaxy,Mozilla/4.0 (compatible; MSIE 7.0; Windows Phone OS 7.0; Trident/3.1; IEMobile/7.0) Asus;Galaxy6
Mobile Devices,IEMobile 7.5 (MSIE 9 - WP7.5),Mozilla/5.0 (compatible; MSIE 9.0; Windows Phone OS 7.5; Trident/5.0; IEMobile/9.0)
Mobile Devices,IEMobile 9.0 - WinPhone OS 7.5,Mozilla/5.0 (compatible; MSIE 9.0; Windows Phone OS 7.5; Trident/5.0; IEMobile/9.0)
Mobile Devices,IEMobile 10.0 - WinPhone OS 8.0 - ARM,Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch)
Mobile Devices,EudoraWeb 2.1 (PalmOS),Mozilla/1.22 (compatible; MSIE 5.01; PalmOS 3.0) EudoraWeb 2.1
Mobile Devices,Firefox 4.0.1 (Win CE),Mozilla/5.0 (WindowsCE 6.0; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
Mobile Devices,Firefox Fennec 1.0.a1 (Linux arm),Mozilla/5.0 (X11; U; Linux armv61; en-US; rv:1.9.1b2pre) Gecko/20081015 Fennec/1.0a1
Mobile Devices,Firefox Fennec 2.0.1 (Maemo arm),Mozilla/5.0 (Maemo; Linux armv7l; rv:2.0.1) Gecko/20100101 Firefox/4.0.1 Fennec/2.0.1
Mobile Devices,Firefox Fennec 10.0.1 (Maemo arm),Mozilla/5.0 (Maemo; Linux armv7l; rv:10.0.1) Gecko/20100101 Firefox/10.0.1 Fennec/10.0.1
Mobile Devices,Firefox 48.0 - Android 6.0.1 (Samsung SM-G935F),Mozilla/5.0 (Android 6.0.1; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0
Mobile Devices,Minimo 0.016 (Win CE),Mozilla/5.0 (Windows; U; Windows CE 5.1; rv:1.8.1a3) Gecko/20060610 Minimo/0.016
Mobile Devices,Minimo 0.020 (Linux),Mozilla/5.0 (X11; U; Linux armv6l; rv 1.8.1.5pre) Gecko/20070619 Minimo/0.020
Mobile Devices,Minimo 0.025 (Linux arm),Mozilla/5.0 (X11; U; Linux arm7tdmi; rv:1.8.1.11) Gecko/20071130 Minimo/0.025
Mobile Devices,NetFront 3.0 (PalmOS),Mozilla/4.0 (PDA; PalmOS/sony/model prmr/Revision:1.1.54 (en)) NetFront/3.0
Mobile Devices,Opera 9.51 beta (Windows),Opera/9.51 Beta (Microsoft Windows; PPC; Opera Mobi/1718; U; en)
Mobile Devices,Opera 9.60 Mini 4.1 beta (Windows),Opera/9.60 (J2ME/MIDP; Opera Mini/4.1.11320/608; U; en) Presto/2.2.0
Mobile Devices,Opera 9.60 Mini 4.2 J2ME/MIDP,Opera/9.60 (J2ME/MIDP; Opera Mini/4.2.14320/554; U; cs) Presto/2.2.0
Mobile Devices,Opera 10.00 Mobi - SymbOS,Opera/9.80 (S60; SymbOS; Opera Mobi/499; U; ru) Presto/2.4.18 Version/10.00
Mobile Devices,Opera 10.61 Mini 5.1 (J2ME/MIDP),Opera/10.61 (J2ME/MIDP; Opera Mini/5.1.21219/19.999; en-US; rv:1.9.3a5) WebKit/534.5 Presto/2.6.30
Mobile Devices,Opera 11.1010 Mini 7.5 (Android),Opera/9.80 (Android; Opera Mini/7.5.33361/31.1543; U; en) Presto/2.8.119 Version/11.1010
Mobile Devices,Opera 12.16 Mini 8.0 (J2ME/MIDP),Opera/9.80 (J2ME/MIDP; Opera Mini/8.0.35626/37.8918; U; en) Presto/2.12.423 Version/12.16
Mobile Devices,Opera 30.0 (Android),"Mozilla/5.0 (Linux; Android 5.1.1; Nexus 7 Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Safari/537.36 OPR/30.0.1856.93524"
Mobile Devices,Opera Mini 9.0 (Android),Opera/9.80 (Android; Opera Mini/9.0.1829/66.318; U; en) Presto/2.12.423 Version/12.16
Mobile Devices,Opera Mobi 1040 (Linux i686),Opera/9.80 (Linux i686; Opera Mobi/1040; U; en) Presto/2.5.24 Version/10.00
Mobile Devices,Polaris 6.01,POLARIS/6.01 (BREW 3.1.5; U; en-us; LG; LX265; POLARIS/6.01/WAP) MMP/2.0 profile/MIDP-2.1 Configuration/CLDC-1.1
Mobile Devices,Puffin 2.9174AP - Android - (AP=Android Phone),"Mozilla/5.0 (X11; U; Linux x86_64; en-gb) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.35 Puffin/2.9174AP"
Mobile Devices,Puffin 2.9174AT - Android - (AT=Android Tablet),"Mozilla/5.0 (X11; U; Linux x86_64; en-us) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.35 Puffin/2.9174AT"
Mobile Devices,Puffin 3.9174IP - iOS 6_1 - (IP=iphone),"Mozilla/5.0 (iPod; U; CPU iPhone OS 6_1 like Mac OS X; en-HK) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.35 Puffin/3.9174IP Mobile"
Mobile Devices,Puffin 3.9174IT - (says Linux) - (IT=iOS tablet),"Mozilla/5.0 (X11; U; Linux x86_64; en-AU) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.35 Puffin/3.9174IT"
Mobile Devices,Puffin 2.0.5603M - Linux - (M=mobile),"Mozilla/5.0 (X11; U; Linux i686; en-gb) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.35 Puffin/2.0.5603M"
Mobile Devices,Puffin 4.5.0IT - (says Linux) - (IT=iOS tablet),"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.114 Safari/537.36 Puffin/4.5.0IT"
Mobile Devices,Mobile Safari 530.17 (Android),"Mozilla/5.0 (Linux; U; Android 2.0; en-us; Droid Build/ESD20) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17"
Mobile Devices,Safari 533 - iPad - iOS 4_2_1),"Mozilla/5.0 (iPad; U; CPU OS 4_2_1 like Mac OS X; ja-jp) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5"
Mobile Devices,Safari 533.17 - iPhone - iOS 4_2_1,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; da-dk) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5"
Mobile Devices,Safari 6 (8536.25) - Apple iPad 2 - iOS 6_0,"Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
Mobile Devices,UCBrowser 2.9.0 - Trident/MSIE 9.0 - WindowsPhone 7,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; XBLWP7; ZuneWP7) UCBrowser/2.9.0.263
Mobile Devices,UCBrowser 8.6.1 - Webkit 533 - Android 2.3.3,"Mozilla/5.0 (Linux; U; Android 2.3.3; en-us ; LS670 Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1/UCBrowser/8.6.1.262/145/355"
Mobile Devices,Acer Iconia - Android - 3.0.1 - AppleWebKit 534.13,"Mozilla/5.0 (Linux; U; Android 3.0.1; fr-fr; A500 Build/HRI66) AppleWebKit/534.13 (KHTML, like Gecko) Version/4.0 Safari/534.13"
Mobile Devices,(device unknown) - Android 4.1 - AppleWebKit 534.30,"Mozilla/5.0 (Linux; U; Android 4.1; en-us; sdk Build/MR1) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.1 Safari/534.30"
Mobile Devices,(device unknown) - Android 4.2 - Safari 535.19,"Mozilla/5.0 (Linux; U; Android 4.2; en-us; sdk Build/MR1) AppleWebKit/535.19 (KHTML, like Gecko) Version/4.2 Safari/535.19"
Mobile Devices,(device unknown) - Android - Puffin 2.9174AT (AT=android tablet),"Mozilla/5.0 (X11; U; Linux x86_64; en-us) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.35 Puffin/2.9174AT"
Mobile Devices,Apple iPad - iOS - Puffin/3.9174IT (IT=ios tablet),"Mozilla/5.0 (X11; U; Linux x86_64; en-AU) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.35 Puffin/3.9174IT"
Mobile Devices,Apple iPad 1 - iOS 3.2 - Safari 531,"Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.10"
Mobile Devices,Apple iPad 1 - iOS 4_2_1 - Safari 533,"Mozilla/5.0 (iPad; U; CPU OS 4_2_1 like Mac OS X; ja-jp) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5"
Mobile Devices,Apple iPad 2 - iOS 4_3 - Safari 533,"Mozilla/5.0 (iPad; U; CPU OS 4_3 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5"
Mobile Devices,Apple iPad - iOS 5_1 - Safari 5.1 (7534.48.3),"Mozilla/5.0 (iPad; CPU OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko ) Version/5.1 Mobile/9B176 Safari/7534.48.3"
Mobile Devices,Apple iPad 2 - iOS 6_0 - Safari 6 (8536.25),"Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
Mobile Devices,Apple iPad - iOS 8_0_2 - Safari 7 (9537.53),Mozilla/5.0 (iPad; CPU OS 8_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML like Gecko) Mobile/12A405 Version/7.0 Safari/9537.53
Mobile Devices,Apple iPad - iOS 8_4 - Safari 8 (600.1),"Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H321 Safari/600.1.4"
Mobile Devices,Apple iPad - iOS 9_3 - Safari 9 (601.1),"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1"
Mobile Devices,Apple iPad - iOS 10_0 - CriOS 49.0,"Mozilla/5.0 (iPad; CPU OS 10_0 like Mac OS X) AppleWebKit/601.1 (KHTML, like Gecko) CriOS/49.0.2623.109 Mobile/14A5335b Safari/601.1.46"
